,material_id,cif,formula,heat_all,heat_ref,dir_gap,ind_gap
6185,11047,"# generated using pymatgen
data_VNiO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.91730496
_cell_length_b   3.91730496
_cell_length_c   3.91730496
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VNiO2F
_chemical_formula_sum   'V1 Ni1 O2 F1'
_cell_volume   60.11213400
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  0.00000000  0.00000000  0.00000000  1
  V  V1  1  0.51000000  0.50000000  0.50000000  1
  F  F2  1  0.50000000  0.00000000  0.50000000  1
  O  O3  1  0.50000000  0.50000000  0.00000000  1
  O  O4  1  0.00000000  0.50000000  0.50000000  1
",NiVO2F,0.82,0.772051192395218,0.0,0.0
6728,14430,"# generated using pymatgen
data_HfBeO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.45645603
_cell_length_b   3.45645603
_cell_length_c   3.45645603
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfBeO3
_chemical_formula_sum   'Hf1 Be1 O3'
_cell_volume   41.29458530
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.00374919  -0.00000000  0.00000000  1
  Be  Be1  1  0.50109686  0.50000000  0.50000000  1
  O  O2  1  0.50193745  0.00000000  0.50000000  1
  O  O3  1  0.50193745  0.50000000  0.00000000  1
  O  O4  1  0.00208381  0.50000000  0.50000000  1
",HfBeO3,0.76,0.7503813498090466,3.7,3.2
16961,593,"# generated using pymatgen
data_LiBeNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.55286555
_cell_length_b   3.55286555
_cell_length_c   3.55286555
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiBeNO2
_chemical_formula_sum   'Li1 Be1 N1 O2'
_cell_volume   44.84730172
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.00093639  0.00000000  -0.00000000  1
  Be  Be1  1  0.50270555  0.50000000  0.50000000  1
  N  N2  1  0.50077250  0.00000000  0.50000000  1
  O  O3  1  0.50204167  0.50000000  -0.00000000  1
  O  O4  1  0.00263480  0.50000000  0.50000000  1
",LiBeO2N,1.8,1.7931835119943174,0.0,0.0
8314,3336,"# generated using pymatgen
data_GaAgNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.04828490
_cell_length_b   4.04828490
_cell_length_c   4.04828490
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GaAgNOF
_chemical_formula_sum   'Ga1 Ag1 N1 O1 F1'
_cell_volume   66.34576514
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.00033940  0.00000000  0.00000000  1
  Ga  Ga1  1  0.50566469  0.50000000  0.50000000  1
  F  F2  1  0.49976195  0.00000000  0.50000000  1
  N  N3  1  0.49969018  0.50000000  0.00000000  1
  O  O4  1  0.00442358  0.50000000  0.50000000  1
",AgGaOFN,1.04,1.0384408577856683,0.0,0.0
213,6868,"# generated using pymatgen
data_BaRhN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.09728341
_cell_length_b   4.09728341
_cell_length_c   4.09728341
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaRhN2O
_chemical_formula_sum   'Ba1 Rh1 N2 O1'
_cell_volume   68.78409333
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.00353944  -0.00000000  0.00000000  1
  Rh  Rh1  1  0.50282893  0.50000000  0.50000000  1
  N  N2  1  0.49969863  -0.00000000  0.50000000  1
  N  N3  1  0.49969863  0.50000000  0.00000000  1
  O  O4  1  0.00209206  0.50000000  0.50000000  1
",BaRhON2,1.2,1.110071496916038,0.0,0.0
5129,15735,"# generated using pymatgen
data_Hg2O3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.26672360
_cell_length_b   4.26672360
_cell_length_c   4.26672360
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Hg2O3
_chemical_formula_sum   'Hg2 O3'
_cell_volume   77.67540542
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hg  Hg0  1  0.14656218  0.00000000  0.00000000  1
  Hg  Hg1  1  0.51996168  0.50000000  0.50000000  1
  O  O2  1  0.43887057  -0.00000000  0.50000000  1
  O  O3  1  0.43887057  0.50000000  0.00000000  1
  O  O4  1  0.01256245  0.50000000  0.50000000  1
",HgHgO3,1.8,1.802430931040244,0.0,0.0
7123,9758,"# generated using pymatgen
data_VOsSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.22235591
_cell_length_b   4.22235591
_cell_length_c   4.22235591
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VOsSO2
_chemical_formula_sum   'V1 Os1 S1 O2'
_cell_volume   75.27738316
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  -0.32677292  0.00000000  0.00000000  1
  Os  Os1  1  0.62035562  0.50000000  0.50000000  1
  S  S2  1  0.38741882  0.00000000  0.50000000  1
  O  O3  1  0.67806986  0.50000000  0.00000000  1
  O  O4  1  0.08937653  0.50000000  0.50000000  1
",VOsO2S,1.06,1.052549963579557,0.0,0.0
16561,12930,"# generated using pymatgen
data_VOsO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00122432
_cell_length_b   4.00122432
_cell_length_c   4.00122432
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VOsO2F
_chemical_formula_sum   'V1 Os1 O2 F1'
_cell_volume   64.05878519
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Os  Os0  1  0.00023884  0.00000000  0.00000000  1
  V  V1  1  0.50551056  0.50000000  0.50000000  1
  F  F2  1  0.49944890  0.00000000  0.50000000  1
  O  O3  1  0.50012987  0.50000000  0.00000000  1
  O  O4  1  0.00460913  0.50000000  0.50000000  1
",OsVO2F,1.48,1.443708866264179,0.0,0.0
3627,7705,"# generated using pymatgen
data_KPbN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.56054136
_cell_length_b   4.56054136
_cell_length_c   4.56054136
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KPbN2O
_chemical_formula_sum   'K1 Pb1 N2 O1'
_cell_volume   94.85259073
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.00393723  -0.00000000  0.00000000  1
  Pb  Pb1  1  0.49961608  0.50000000  0.50000000  1
  N  N2  1  0.49968586  -0.00000000  0.50000000  1
  N  N3  1  0.49968586  0.50000000  0.00000000  1
  O  O4  1  -0.00021050  0.50000000  0.50000000  1
",KPbON2,2.1,1.5306077935251872,0.0,0.0
7464,13179,"# generated using pymatgen
data_SrReO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.58903727
_cell_length_b   4.58903727
_cell_length_c   4.58903727
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrReO2F
_chemical_formula_sum   'Sr1 Re1 O2 F1'
_cell_volume   96.64174279
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Re  Re0  1  0.00030132  0.00000000  0.00000000  1
  Sr  Sr1  1  0.50535797  0.50000000  0.50000000  1
  F  F2  1  0.49977192  0.00000000  0.50000000  1
  O  O3  1  0.49970921  0.50000000  0.00000000  1
  O  O4  1  0.00487893  0.50000000  0.50000000  1
",ReSrO2F,3.1,2.95698461967116,0.0,0.0
3321,4896,"# generated using pymatgen
data_NaAsNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.98801892
_cell_length_b   3.98801892
_cell_length_c   3.98801892
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaAsNOF
_chemical_formula_sum   'Na1 As1 N1 O1 F1'
_cell_volume   63.42662886
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.01922566  0.00000000  0.00000000  1
  As  As1  1  0.52188995  0.50000000  0.50000000  1
  F  F2  1  0.42544027  0.00000000  0.50000000  1
  N  N3  1  0.57190818  0.50000000  0.00000000  1
  O  O4  1  -0.02724200  0.50000000  0.50000000  1
",NaAsOFN,1.08,1.0719693185736396,0.0,0.0
12533,18775,"# generated using pymatgen
data_CrPbN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.92828931
_cell_length_b   3.92828931
_cell_length_c   3.92828931
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrPbN3
_chemical_formula_sum   'Cr1 Pb1 N3'
_cell_volume   60.61922705
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pb  Pb0  1  0.05925875  -0.00000000  -0.00000000  1
  Cr  Cr1  1  0.55393436  0.50000000  0.50000000  1
  N  N2  1  0.46327997  0.00000000  0.50000000  1
  N  N3  1  0.46327997  0.50000000  -0.00000000  1
  N  N4  1  -0.02630936  0.50000000  0.50000000  1
",PbCrN3,1.0,0.8991494866433755,0.0,0.0
3144,8423,"# generated using pymatgen
data_RbCoSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.39476137
_cell_length_b   4.39476137
_cell_length_c   4.39476137
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RbCoSO2
_chemical_formula_sum   'Rb1 Co1 S1 O2'
_cell_volume   84.88010220
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  -0.02926209  0.00000000  0.00000000  1
  Co  Co1  1  0.58549445  0.50000000  0.50000000  1
  S  S2  1  0.44711117  -0.00000000  0.50000000  1
  O  O3  1  0.51875156  0.50000000  -0.00000000  1
  O  O4  1  -0.01119269  0.50000000  0.50000000  1
",RbCoO2S,1.44,1.0552901618692652,0.0,0.0
7679,10319,"# generated using pymatgen
data_ScTaSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.39768270
_cell_length_b   4.39768270
_cell_length_c   4.39768270
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScTaSO2
_chemical_formula_sum   'Sc1 Ta1 S1 O2'
_cell_volume   85.04948199
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  -0.14999119  -0.00000000  0.00000000  1
  Ta  Ta1  1  0.81577182  0.50000000  0.50000000  1
  S  S2  1  0.57833179  0.00000000  0.50000000  1
  O  O3  1  0.83428508  0.50000000  -0.00000000  1
  O  O4  1  0.25170163  0.50000000  0.50000000  1
",ScTaO2S,0.62,0.6082607405295846,0.0,0.0
18735,903,"# generated using pymatgen
data_TaCdNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.15598103
_cell_length_b   4.15598103
_cell_length_c   4.15598103
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TaCdNO2
_chemical_formula_sum   'Ta1 Cd1 N1 O2'
_cell_volume   71.78284547
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ta  Ta0  1  0.24667382  0.00000000  -0.00000000  1
  Cd  Cd1  1  0.56810668  0.50000000  0.50000000  1
  N  N2  1  0.36950475  0.00000000  0.50000000  1
  O  O3  1  0.34404129  0.50000000  -0.00000000  1
  O  O4  1  0.04315728  0.50000000  0.50000000  1
",TaCdO2N,1.46,1.4674264231471823,0.0,0.0
17741,5653,"# generated using pymatgen
data_TiBeN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.87142682
_cell_length_b   3.87142682
_cell_length_c   3.87142682
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiBeN2O
_chemical_formula_sum   'Ti1 Be1 N2 O1'
_cell_volume   58.02473478
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be0  1  0.00010378  0.00000000  -0.00000000  1
  Ti  Ti1  1  0.50831866  0.50000000  0.50000000  1
  N  N2  1  0.49948440  0.00000000  0.50000000  1
  N  N3  1  0.49948440  0.50000000  -0.00000000  1
  O  O4  1  0.00429977  0.50000000  0.50000000  1
",BeTiON2,1.98,1.9738584771047207,0.0,0.0
293,18770,"# generated using pymatgen
data_MgGaN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.04261266
_cell_length_b   4.04261266
_cell_length_c   4.04261266
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgGaN3
_chemical_formula_sum   'Mg1 Ga1 N3'
_cell_volume   66.06727500
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga0  1  0.00027335  0.00000000  -0.00000000  1
  Mg  Mg1  1  0.50521381  0.50000000  0.50000000  1
  N  N2  1  0.49976221  -0.00000000  0.50000000  1
  N  N3  1  0.49976221  0.50000000  0.00000000  1
  N  N4  1  0.00496867  0.50000000  0.50000000  1
",GaMgN3,2.52,2.169373641826009,0.0,0.0
18312,13901,"# generated using pymatgen
data_TlFeO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.86415348
_cell_length_b   3.86415348
_cell_length_c   3.86415348
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TlFeO3
_chemical_formula_sum   'Tl1 Fe1 O3'
_cell_volume   57.69831156
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tl  Tl0  1  0.00231150  0.00000000  0.00000000  1
  Fe  Fe1  1  0.50066339  0.50000000  0.50000000  1
  O  O2  1  0.50221237  0.00000000  0.50000000  1
  O  O3  1  0.50221237  0.50000000  0.00000000  1
  O  O4  1  0.00160593  0.50000000  0.50000000  1
",TlFeO3,0.76,0.7657369219983614,0.0,0.0
7450,18016,"# generated using pymatgen
data_NaSiN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.90451223
_cell_length_b   3.90451223
_cell_length_c   3.90451223
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaSiN3
_chemical_formula_sum   'Na1 Si1 N3'
_cell_volume   59.52513142
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Si  Si0  1  0.24088947  -0.00000000  -0.00000000  1
  Na  Na1  1  0.73584663  0.50000000  0.50000000  1
  N  N2  1  0.24021318  -0.00000000  0.50000000  1
  N  N3  1  0.24021318  0.50000000  -0.00000000  1
  N  N4  1  0.23590440  0.50000000  0.50000000  1
",SiNaN3,2.3,1.7526115063069505,0.0,0.0
16294,16030,"# generated using pymatgen
data_NbInO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.14648603
_cell_length_b   4.14648603
_cell_length_c   4.14648603
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbInO3
_chemical_formula_sum   'Nb1 In1 O3'
_cell_volume   71.29197061
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.02262484  0.00000000  0.00000000  1
  Nb  Nb1  1  0.52293533  0.50000000  0.50000000  1
  O  O2  1  0.49058697  0.00000000  0.50000000  1
  O  O3  1  0.49058697  0.50000000  0.00000000  1
  O  O4  1  -0.01041071  0.50000000  0.50000000  1
",InNbO3,0.06,0.056620998280124,1.3,1.3
386,4082,"# generated using pymatgen
data_CsMnNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.72856006
_cell_length_b   4.72856006
_cell_length_c   4.72856006
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsMnNOF
_chemical_formula_sum   'Cs1 Mn1 N1 O1 F1'
_cell_volume   105.72719918
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.00149905  0.00000000  0.00000000  1
  Cs  Cs1  1  0.50354939  0.50000000  0.50000000  1
  F  F2  1  0.49824241  0.00000000  0.50000000  1
  N  N3  1  0.50193108  0.50000000  0.00000000  1
  O  O4  1  0.00418497  0.50000000  0.50000000  1
",MnCsOFN,3.9,3.5427185118811835,0.0,0.0
2376,7287,"# generated using pymatgen
data_LiTaN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.10398882
_cell_length_b   4.10398882
_cell_length_c   4.10398882
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiTaN2O
_chemical_formula_sum   'Li1 Ta1 N2 O1'
_cell_volume   69.12235200
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.00050221  0.00000000  0.00000000  1
  Ta  Ta1  1  0.50838318  0.50000000  0.50000000  1
  N  N2  1  0.49876208  -0.00000000  0.50000000  1
  N  N3  1  0.49876208  0.50000000  0.00000000  1
  O  O4  1  0.00340832  0.50000000  0.50000000  1
",LiTaON2,1.12,0.7463805119349842,0.0,0.0
1828,13440,"# generated using pymatgen
data_TlZnO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.33087828
_cell_length_b   4.33087828
_cell_length_c   4.33087828
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TlZnO2F
_chemical_formula_sum   'Tl1 Zn1 O2 F1'
_cell_volume   81.23214754
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.00033171  0.00000000  0.00000000  1
  Tl  Tl1  1  0.50559502  0.50000000  0.50000000  1
  F  F2  1  0.49950442  0.00000000  0.50000000  1
  O  O3  1  0.49989124  0.50000000  0.00000000  1
  O  O4  1  0.00471685  0.50000000  0.50000000  1
",ZnTlO2F,1.4,1.290789496933222,0.0,0.0
18373,13457,"# generated using pymatgen
data_SrZnO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.63527943
_cell_length_b   4.63527943
_cell_length_c   4.63527943
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrZnO2F
_chemical_formula_sum   'Sr1 Zn1 O2 F1'
_cell_volume   99.59275794
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.00019772  0.00000000  0.00000000  1
  Sr  Sr1  1  0.50470112  0.50000000  0.50000000  1
  F  F2  1  0.49985914  0.00000000  0.50000000  1
  O  O3  1  0.49989778  0.50000000  0.00000000  1
  O  O4  1  0.00435411  0.50000000  0.50000000  1
",ZnSrO2F,1.76,1.5347575260938846,0.0,0.0
7672,7570,"# generated using pymatgen
data_LiPtN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.95414412
_cell_length_b   3.95414412
_cell_length_c   3.95414412
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiPtN2O
_chemical_formula_sum   'Li1 Pt1 N2 O1'
_cell_volume   61.82405464
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.00055823  -0.00000000  0.00000000  1
  Pt  Pt1  1  0.50630549  0.50000000  0.50000000  1
  N  N2  1  0.49924269  0.00000000  0.50000000  1
  N  N3  1  0.49924269  0.50000000  -0.00000000  1
  O  O4  1  0.00447330  0.50000000  0.50000000  1
",LiPtON2,2.2,1.842835209223717,0.0,0.0
